"X_id","latest_count_id","latest_count_type","latest_count_date_start","latest_count_date_end","latest_count_duration","location_name","longitude","latitude","centreline_id","avg_daily_vol","avg_weekday_daily_vol","avg_weekend_daily_vol","avg_wkdy_am_peak_start","avg_wkdy_am_peak_vol","avg_wkdy_pm_peak_start","avg_wkdy_pm_peak_vol","avg_speed","avg_85th_percentile_speed","avg_95th_percentile_speed","avg_heavy_pct"
6974,1570622,"ATR_SPEED_VOLUME","2013-07-11","2013-07-11",24,"Port Union Rd: Tilley Dr - Lawson Rd",-79.14072,43.789195,9085605,16648,16648,NA,"08:00:00",1000,"18:15:00",1769,52.1,61.5,66.5,NA
6975,1568002,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Radway Ave: Stevenharris Dr - Koos Rd",-79.56416,43.63269,7795771,326,326,NA,"08:00:00",24,"16:30:00",39,40,48.8,54.6,NA
6976,1568236,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Overland Dr: Ternhill Cres - Veery Pl",-79.3506475478876,43.7321024521124,443374,1914,1914,NA,"08:00:00",160,"16:15:00",192,35.9,42.6,44.8,NA
6977,1568244,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Overland Dr: Clock Tower Rd - Paperbirch Dr",-79.347491717761,43.7325763190359,443296,2347,2347,NA,"08:00:00",184,"16:15:00",216,38.9,46.2,49.3,NA
6978,1568902,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Kenaston Gdns: Kenaston Gardens Parkette Trl - Barberry Pl",-79.3842944165357,43.765753747758,30129157,1391,1391,NA,"08:00:00",101,"18:00:00",117,27.2,36.1,39.7,NA
6979,1568018,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Ravenscrest Dr: Rathburn Rd - Glen Agar Dr",-79.5499268450383,43.6592356035005,10486609,571,571,NA,"09:15:00",40,"16:45:00",52,37.9,44.9,49.4,NA
6980,1568384,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Alameda Ave: Belvidere Ave - Strader Ave",-79.43856,43.693695,7874,824,824,NA,"09:00:00",39,"18:45:00",99,35.4,42.2,45,NA
6981,1568376,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Freshmeadow Dr: Ebonywood Gt - Applegate Cres",-79.3521090475575,43.8098117856681,436161,1935,1935,NA,"08:15:00",131,"17:45:00",191,32.6,39.2,44.2,NA
6982,1568014,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Brownville Ave: Barr Ave - Ln S Eglinton E Brownville",-79.48685,43.686565,20112958,215,215,NA,"08:45:00",15,"17:30:00",38,20.2,32,34.7,NA
6983,1568240,"ATR_SPEED_VOLUME","2013-07-10","2013-07-10",24,"Overland Dr: Paperbirch Dr - Ternhill Cres",-79.3498898217634,43.73242,443314,2140,2140,NA,"08:00:00",171,"16:15:00",209,38.3,44.7,49.2,NA
6984,1580280,"ATR_VOLUME","2013-06-21","2013-06-27",168,"Yonge St: Greenfield Ave - Upper Madison Ave",-79.4114744638486,43.7636401434228,7154616,52144.9,53939.4,47658.5,"08:00:00",3274.4,"17:45:00",3411,NA,NA,NA,NA
6985,1567070,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Lansdowne Ave: Glen Park Ave - Glengrove Ave",-79.46142,43.70683,446352,539,539,NA,"07:15:00",31,"16:30:00",79,34.3,41.6,44.8,NA
6986,1567058,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Lansdowne Ave: Wingold Ave - Tycos Dr",-79.45982,43.70319,446511,1879,1879,NA,"08:15:00",153,"17:00:00",211,43.9,52.4,58.2,NA
6987,1567062,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Lansdowne Ave: Tycos Dr - Glencairn Ave",-79.46054,43.704825,446462,1702,1702,NA,"08:15:00",132,"16:15:00",226,40.5,48.5,53.9,NA
6988,1567066,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Lansdowne Ave: Glencairn Ave - Glen Park Ave",-79.461045,43.70596,446399,840,840,NA,"08:15:00",53,"16:30:00",106,34,39.8,44.3,NA
6989,1567074,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Glen Park Ave: Lansdowne Ave - Caledonia Rd",-79.4631605074004,43.7059580237931,5370146,4780,4780,NA,"08:00:00",360,"16:30:00",485,44.9,52.6,58,NA
6990,1567078,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Glen Park Ave: Haven Rd - Lansdowne Ave",-79.4599004744845,43.7066921167812,446351,5702,5702,NA,"08:15:00",421,"16:45:00",576,45.9,53.2,58.3,NA
6991,1567086,"ATR_SPEED_VOLUME","2013-06-20","2013-06-20",24,"Glen Park Ave: Dufferin St - Ennerdale St",-79.454695,43.707885,9667519,6128,6128,NA,"08:15:00",466,"16:30:00",578,44.5,51.8,56.5,NA
6992,1568208,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"Ledbury St: Marmion Ave - Melrose Ave",-79.4244227474511,43.7285358473836,443953,2358,2358,NA,"08:45:00",178,"16:15:00",257,40,47.7,51.2,NA
6993,1568332,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"Topcliff Ave: Yellowstone St - Topcliff Park Trl",-79.5083336703848,43.7572156632381,30071767,586,586,NA,"07:30:00",56,"16:45:00",63,37.3,43.9,48.4,NA
6994,1568328,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"Topcliff Ave: Finch Ave W - Yellowstone St",-79.509335,43.75852,7457874,5379,5379,NA,"08:15:00",264,"17:30:00",459,36.3,44,49,NA
6995,1568204,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"Ledbury St: Fairlawn Ave - St Germain Ave",-79.42387,43.72717,444119,2405,2405,NA,"08:15:00",188,"16:30:00",256,39.7,47,49.7,NA
6996,1568200,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"St Germain Ave: Avenue Rd - Grey Rd",-79.4197345488954,43.7285878838875,443928,1198,1198,NA,"08:15:00",102,"16:00:00",78,34.9,44.2,49.7,NA
6997,1568062,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"Rangoon Rd: Hagersville Crt - Wellesworth Dr",-79.57847,43.665505,910253,1471,1471,NA,"07:15:00",95,"17:30:00",124,48.9,58.1,63.9,NA
6998,1568196,"ATR_SPEED_VOLUME","2013-06-19","2013-06-19",24,"St Germain Ave: Grey Rd - Ledbury St",-79.4226260967353,43.7279750753507,444007,722,722,NA,"08:15:00",63,"15:45:00",57,36.7,46.4,51.6,NA
6999,1568066,"ATR_SPEED_VOLUME","2013-06-18","2013-06-20",72,"Moutray St: Brock Ave - Orpen Lane",-79.4363613734355,43.6510877253129,14043331,116.3,116.3,NA,"08:30:00",10.7,"16:30:00",14.7,17.4,26.8,29.5,NA
7000,1568050,"ATR_SPEED_VOLUME","2013-06-18","2013-06-20",72,"Strathearn Rd: Bathurst St - Chiltern Hill Rd",-79.4236545518528,43.6921941522713,7983,3794.3,3794.3,NA,"08:15:00",339,"15:45:00",327.7,34.6,41.6,44.7,NA
7001,1565889,"ATR_VOLUME","2013-06-16","2013-06-20",120,"Lawrence Ave E: Carnforth Rd - Victoria Park Ave",-79.3119716504756,43.7417306542858,11631576,19251.4,20872,12769,"08:15:00",2047.3,"16:00:00",1389.3,NA,NA,NA,NA
7002,1565861,"ATR_VOLUME","2013-06-14","2013-06-20",168,"Lawrence Ave E: Markham Rd - 3601 Lawrence Ave E",-79.224585,43.759975,6444532,16153.3,17878,11841.5,"08:00:00",1708.6,"16:00:00",1247.2,NA,NA,NA,NA
7003,1565997,"ATR_VOLUME","2013-06-14","2013-06-20",168,"Lawrence Ave E: Warden Ave - Ainsdale Rd",-79.2935246316132,43.7456382932258,11056997,20951.1,22901.8,16074.5,"08:15:00",2099.6,"15:30:00",1536,NA,NA,NA,NA
7004,1566011,"ATR_VOLUME","2013-06-14","2013-06-20",168,"Lawrence Ave E: Lilian Dr - Warden Ave",-79.295325,43.74525,11048250,19393.9,20922.4,15572.5,"09:00:00",1225.2,"17:00:00",1925,NA,NA,NA,NA
7005,1565899,"ATR_VOLUME","2013-06-14","2013-06-20",168,"Lawrence Ave E: near Carnforth Rd",-79.3151901182564,43.7414358655075,442091,18500.3,19994.8,14764,"09:15:00",1047.6,"17:15:00",1828.8,NA,NA,NA,NA
7006,1566205,"ATR_SPEED_VOLUME","2013-06-13","2013-06-13",24,"Milner Ave: near McCowan Rd",-79.2535136427299,43.7847379918231,106730,13773,13773,NA,"08:00:00",1371,"16:45:00",1022,49.1,57,61.5,NA
7007,1566225,"ATR_SPEED_VOLUME","2013-06-13","2013-06-13",24,"Milner Ave: near Burrows Hall Blvd",-79.2225562855856,43.7941804256849,9216812,11106,11106,NA,"08:00:00",1662,"16:45:00",866,50.7,57.7,59.9,NA
7008,1568352,"ATR_SPEED_VOLUME","2013-06-12","2013-06-12",24,"Park Home Ave: Beecroft Rd - Tamworth Rd",-79.41751,43.76826,439088,5332,5332,NA,"08:00:00",479,"16:30:00",575,43,49.8,54.7,NA
7009,1568172,"ATR_SPEED_VOLUME","2013-06-11","2013-06-13",72,"Eireann Quay: Little Norway Park Trl - Bathurst St",-79.398195,43.635525,30102413,4000,4000,NA,"07:00:00",204.3,"18:30:00",300,25.4,34.4,39.5,NA
7010,1568178,"ATR_SPEED_VOLUME","2013-06-11","2013-06-13",72,"Bathurst St: Queens Quay W - Lake Shore Blvd W",-79.399024657793,43.6360439353604,8491764,5797.7,5797.7,NA,"07:15:00",379.7,"18:00:00",406,31.9,41.5,44.9,NA
7011,1570316,"ATR_VOLUME","2013-06-11","2013-06-13",72,"Bloor St W: Beamish Dr - Botfield Ave",-79.53775,43.64129,8731054,13513.3,13513.3,NA,"07:45:00",1100.3,"17:00:00",1090.3,NA,NA,NA,NA
7012,1568104,"ATR_SPEED_VOLUME","2013-06-11","2013-06-13",72,"Whitaker Ave: Michener Crt - Ln W Tecumseth S Adelaide",-79.405775,43.64399,14025010,143,143,NA,"09:15:00",6.7,"15:30:00",14.3,13.9,23.3,28.4,NA
7013,1571092,"ATR_VOLUME","2013-06-07","2013-06-07",24,"Woodbine S 404 S Ramp: near Steeles Ave E",-79.3484484494001,43.8127698422011,436109,14388,14388,NA,"09:15:00",686,"16:00:00",1220,NA,NA,NA,NA
7014,1570976,"ATR_VOLUME","2013-06-07","2013-06-07",24,"404 Steeles Woodbine Ramp: Highway 404 - Steeles Ave E",-79.3470201830972,43.8106329119687,436232,36148,36148,NA,"07:45:00",2771,"14:00:00",2193,NA,NA,NA,NA
7015,1571180,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Greenwood Ave - Vancouver Ave",-79.32463,43.66452,8416956,6657,6657,NA,"09:15:00",253,"17:15:00",583,NA,NA,NA,NA
7016,1571172,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Morse St - Verral Ave",-79.34105,43.66084,8392952,7544,7544,NA,"09:15:00",309,"16:45:00",708,NA,NA,NA,NA
7017,1571176,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Bertmount Ave - Larchmount Ave",-79.33459,43.66228,1143325,14608,14608,NA,"08:00:00",933,"17:30:00",1073,NA,NA,NA,NA
7018,1571184,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Emdaabiimok Ave - Eastern Ave",-79.315705,43.66653,1142556,6725,6725,NA,"09:15:00",262,"17:00:00",627,NA,NA,NA,NA
7019,1571186,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Eastern Ave - Orchard Park Blvd",-79.314195,43.66687,8417391,6588,6588,NA,"08:15:00",433,"18:30:00",499,NA,NA,NA,NA
7020,1571174,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Verral Ave - Carlaw Ave",-79.34045,43.660975,8393669,8667,8667,NA,"08:15:00",735,"14:30:00",551,NA,NA,NA,NA
7021,1571182,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Queen St E: Vancouver Ave - Connaught Ave",-79.323165,43.66485,8417090,7102,7102,NA,"08:15:00",536,"18:45:00",502,NA,NA,NA,NA
7022,1571188,"ATR_VOLUME","2013-06-06","2013-06-06",24,"Kingston Rd: Rainsford Rd - Woodbine Ave",-79.30851,43.6734,4833213,20476,20476,NA,"08:00:00",1465,"16:15:00",1646,NA,NA,NA,NA
7023,1567126,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Pinery Trl: Flatfield Ter - Telfer Gdns",-79.2262509131406,43.8067638774693,14236865,727,727,NA,"07:30:00",38,"17:30:00",69,30.8,37.9,42.7,NA
7024,1566998,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Athol Ave: Rothsay Ave - Parker Ave",-79.51464,43.62715,7792833,651,651,NA,"09:15:00",48,"17:00:00",64,37.4,46.4,52.4,NA
7025,1567002,"ATR_SPEED_VOLUME","2013-06-05","2013-06-06",48,"Caledonia Rd: Summit Ave - Bert Robinson Park Trl",-79.459775,43.687185,30098250,15564.5,15564.5,NA,"07:45:00",935,"18:00:00",1093,45.1,53.8,59.1,NA
7026,1567010,"ATR_SPEED_VOLUME","2013-06-05","2013-06-06",48,"Glenholme Ave: Rosemount Ave - Ln S St Clair E Glenholme Ave",-79.438365,43.677935,14003530,704,704,NA,"08:30:00",38.5,"17:00:00",99,35,43.5,48.4,NA
7027,1567018,"ATR_SPEED_VOLUME","2013-06-05","2013-06-06",48,"Taysham Cres: Penlea Ave - Benstrow Ave",-79.578315885829,43.7400171771658,906948,386.5,386.5,NA,"08:00:00",24.5,"17:30:00",43,40.7,49.2,54.7,NA
7028,1567034,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Beaverbrook Ave: Shadowbrook Dr - Glen Agar Dr",-79.550215,43.661105,8067330,395,395,NA,"07:45:00",47,"17:00:00",57,27.4,34.5,38.9,NA
7029,1567044,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Cass Ave: Neddie Dr - Murmouth Rd",-79.2950389201488,43.7791313890117,107260,624,624,NA,"08:45:00",35,"17:00:00",74,36.8,44.7,49.7,NA
7030,1567050,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Herron Ave: Vianney Ave - Lioba Dr",-79.285385,43.709305,13975541,1065,1065,NA,"08:30:00",74,"17:30:00",103,42.1,52.2,57.7,NA
7031,1567106,"ATR_SPEED_VOLUME","2013-06-05","2013-06-06",48,"Oakwood Ave: Holland Park Ave - Rogers Rd",-79.438555,43.68675,8571266,15670.5,15670.5,NA,"08:00:00",924.5,"16:30:00",918.5,37.9,46.7,51.1,NA
7032,1567114,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Stubbswood Sq: near Glen Watford Dr",-79.281245,43.7952,105598,556,556,NA,"08:30:00",54,"17:00:00",57,36.9,44.9,51.1,NA
7033,1567118,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Glen Watford Dr: Havendale Rd - Stubbswood Sq",-79.2804001459467,43.7945070234253,105740,486,486,NA,"08:15:00",49,"18:00:00",55,40.5,48.6,53.3,NA
7034,1567122,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Glen Watford Dr: Dennett Dr - Montgomery Ave",-79.277954773878,43.7905704836738,106196,1304,1304,NA,"08:30:00",113,"16:45:00",127,43.8,51.6,56.6,NA
7035,1567130,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Fairlawn Ave: Jedburgh Rd - Greer Rd",-79.4091018593985,43.7297538993267,1137710,1833,1833,NA,"08:30:00",145,"17:30:00",174,40.1,49.5,57.1,NA
7036,1567138,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Fairlawn Ave: near Avenue Rd",-79.41696,43.7281,443988,1214,1214,NA,"08:15:00",87,"16:30:00",118,38.2,47.6,52.9,NA
7037,1567140,"ATR_SPEED_VOLUME","2013-06-05","2013-06-05",24,"Fairlawn Ave: near Elm Rd",-79.415195,43.72847,1137735,1002,1002,NA,"08:30:00",76,"17:30:00",107,33.9,43.1,48.1,NA
7038,1564451,"ATR_SPEED_VOLUME","2013-06-04","2013-06-06",72,"Neepawa Ave: Lynd Ave - Ln E Roncesvalles S Neepawa",-79.44973,43.650565,14041992,371,371,NA,"09:00:00",25.3,"17:45:00",31,27.8,34.3,38.5,NA
7039,1566183,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Lawrence Ave W: Westona St - Bowsprit Ave",-79.528025,43.697165,908527,5816,5816,NA,"08:00:00",572.7,"17:00:00",651.7,NA,NA,NA,NA
7040,1564463,"ATR_SPEED_VOLUME","2013-06-04","2013-06-06",72,"Lynd Ave: Grenadier Rd - Ln N Parkway E Lynd",-79.4490243380425,43.6495528191031,14017604,184.7,184.7,NA,"08:15:00",17.7,"14:45:00",17.7,29.1,37.9,41.5,NA
7041,1569266,"ATR_VOLUME","2013-06-04","2013-06-06",72,"St Clair Ave W: Old Stock Yards Rd - Mondovi Gt",-79.473155078593,43.671315343327,14172926,12138.3,12138.3,NA,"08:00:00",671,"16:45:00",948.7,NA,NA,NA,NA
7042,1564457,"ATR_SPEED_VOLUME","2013-06-04","2013-06-06",72,"Parkway Ave: Grenadier Rd - Ln N Grenadier E Parkway",-79.448525,43.64956,14017496,702.7,702.7,NA,"08:30:00",45,"17:15:00",81,34.9,44.3,49.5,NA
7043,1564475,"ATR_SPEED_VOLUME","2013-06-04","2013-06-06",72,"Lynd Ave: Neepawa Ave - Ln S Howard Park W Lynd",-79.4489754564455,43.6510160157046,14017390,400,400,NA,"09:15:00",25.3,"18:15:00",38,31.7,39.9,46.1,NA
7044,1564469,"ATR_SPEED_VOLUME","2013-06-04","2013-06-06",72,"Lynd Ave: Ln S Dundas E Lynd - Howard Park Ave",-79.44818908529,43.651946372065,14017537,238.3,238.3,NA,"08:30:00",13,"17:30:00",26,28.5,37.7,43.2,NA
7045,1569748,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Finch Ave W: Westmore Dr - Highway 27 N",-79.602025,43.734405,907189,36379.3,36379.3,NA,"08:30:00",2499.7,"17:30:00",2735.7,NA,NA,NA,NA
7046,1566177,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Lawrence Ave W: Brookhaven Dr - Chiswick Ave",-79.497205,43.70425,9796859,11220.3,11220.3,NA,"08:00:00",938,"17:45:00",926.7,NA,NA,NA,NA
7047,1566171,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Lawrence Ave W: near Brookhaven Dr",-79.4961422652869,43.7045094127034,446469,10343.7,10343.7,NA,"08:00:00",649,"17:45:00",1036,NA,NA,NA,NA
7048,1566195,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Lawrence Ave W: Via Bagnato - Dufferin St",-79.4535645920032,43.7141708249487,9234701,15387.7,15387.7,NA,"08:15:00",1086,"16:30:00",1045,NA,NA,NA,NA
7049,1566189,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Lawrence Ave W: Bolingbroke Rd - Via Bagnato",-79.4509291040066,43.7146553976491,30051990,17628.3,17628.3,NA,"08:30:00",1204,"14:45:00",1232.3,NA,NA,NA,NA
7050,1569784,"ATR_VOLUME","2013-06-04","2013-06-06",72,"Signal Hill Ave: Steeles Ave W - Steinway Blvd",-79.6250356064337,43.753024073054,30076089,4390.7,4390.7,NA,"07:15:00",375.3,"16:15:00",346.7,NA,NA,NA,NA
7051,1566910,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"Yardley Ave: Barron Rd - Glenburn Ave",-79.302245,43.71287,250,1494,1494,NA,"07:30:00",112,"16:45:00",169,34.6,39.9,44.5,NA
7052,1566301,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"Burlington St: Skelton St - Cavell Ave",-79.490915,43.61884,7973882,886,886,NA,"07:30:00",65,"17:15:00",75,33.6,39.7,45,NA
7053,1566976,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"Shaughnessy Blvd: Rochelle Cres - Glentworth Rd",-79.35373,43.77471,438266,5480,5480,NA,"08:00:00",489,"17:15:00",580,45.9,53.1,57.9,NA
7054,1566982,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"The Pond Rd: James Gillies St - Keele St",-79.4950309105094,43.77160332614,20149177,6306,6306,NA,"08:00:00",501,"16:45:00",591,49.4,57.2,63,NA
7055,1566986,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"The Pond Rd: Atkinson Rd - Seneca Lane",-79.500415,43.77046,20058478,7740,7740,NA,"08:00:00",594,"16:30:00",722,47.4,56.9,62.9,NA
7056,1566990,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"The Pond Rd: Nelson Rd - Passy Cres",-79.5044071396644,43.7695749687319,5716518,6625,6625,NA,"08:00:00",561,"16:45:00",635,49.4,57.3,62.7,NA
7057,1566930,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"Selwyn Ave: Dalecrest Dr - Barrett Rd",-79.307095,43.709425,406,2365,2365,NA,"07:45:00",160,"17:00:00",236,32.4,38.5,43.1,NA
7058,1566994,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"The Pond Rd: Ian Macdonald Blvd - Hoover Rd",-79.5093928945919,43.771249005805,30032952,6643,6643,NA,"08:00:00",573,"16:45:00",634,52.9,61.2,67,NA
7059,1566972,"ATR_SPEED_VOLUME","2013-05-30","2013-05-30",24,"Elm Rd: Felbrigg Ave - Haddington Ave",-79.41739,43.73511,443150,1843,1843,NA,"08:00:00",139,"17:15:00",214,39.2,46.4,49.7,NA
7060,1566944,"ATR_SPEED_VOLUME","2013-05-29","2013-05-29",24,"Madison Ave: Lowther Ave - Bernard Ave",-79.40423,43.67082,7974356,484,484,NA,"08:15:00",41,"16:30:00",37,32.2,42.3,48.9,NA
7061,1566229,"ATR_SPEED_VOLUME","2013-05-29","2013-05-29",24,"Amesbury Dr: Flamingo Cres - Harrow Dr",-79.4816035962677,43.7022074392768,446526,708,708,NA,"07:30:00",46,"16:45:00",69,42.9,52.9,59.2,NA
7062,1566257,"ATR_SPEED_VOLUME","2013-05-29","2013-05-29",24,"Ln S Queen E Augusta: Ln S Queen W Spadina - Augusta Ave",-79.398755,43.647855,20062411,97,97,NA,"09:00:00",12,"18:15:00",15,13.8,22.8,28.5,NA
7063,1566914,"ATR_SPEED_VOLUME","2013-05-29","2013-05-30",48,"Poplar Heights Dr: Islington Ave - Vancho Cres",-79.5351435569549,43.676307205473,909623,1395,1395,NA,"08:15:00",99,"16:00:00",135.5,39.4,48.1,53.2,NA
7064,1566922,"ATR_SPEED_VOLUME","2013-05-29","2013-05-30",48,"Thirty Seventh St: James St - Lake Shore Blvd W",-79.537685,43.592285,914826,1177.5,1177.5,NA,"07:45:00",95.5,"18:00:00",103,38.2,46.5,50,NA
7065,1566934,"ATR_SPEED_VOLUME","2013-05-29","2013-05-29",24,"Albany Ave: Seaton Park Trl - Barton Ave",-79.41066,43.667125,30106789,903,903,NA,"09:00:00",49,"18:15:00",85,25.7,34.5,39.4,NA
7066,1566938,"ATR_SPEED_VOLUME","2013-05-29","2013-05-29",24,"Brunswick Ave: Bloor St W - Lowther Ave",-79.407885,43.66698,8417267,1004,1004,NA,"09:15:00",63,"16:30:00",95,26.8,34.1,38.2,NA
7067,1566940,"ATR_SPEED_VOLUME","2013-05-29","2013-05-29",24,"Walmer Rd: Bloor St W - Lowther Ave",-79.40587,43.6673908178333,10759044,1695,1695,NA,"08:15:00",108,"16:15:00",154,30.8,38.4,43,NA
7068,1569220,"ATR_SPEED_VOLUME","2013-05-29","2013-06-02",120,"Greensides Ave: Benson Ave - Ln S St Clair E Greensides",-79.42967,43.679695,14003673,324.2,327.3,319.5,"08:30:00",21.7,"17:45:00",35.3,34.4,44.3,50,NA
7069,1568404,"ATR_SPEED_VOLUME","2013-05-28","2013-05-28",24,"Kathrose Dr: Brian Dr - Clydesdale Park Trl",-79.3313317286279,43.7840875435834,30093647,1395,1395,NA,"08:15:00",208,"17:00:00",124,45.1,52.9,58.1,NA
7070,1566271,"ATR_SPEED_VOLUME","2013-05-28","2013-05-30",72,"Fuller Ave: Ln S Pearson E Fuller - Pearson Ave",-79.44019,43.642965,14017240,444.3,444.3,NA,"08:00:00",23.3,"18:45:00",47.7,28.2,37.2,41.3,NA
7071,1569200,"ATR_SPEED_VOLUME","2013-05-27","2013-05-31",120,"Greensides Ave: Tyrrel Ave - Benson Ave",-79.4290510993356,43.6781916135853,14672824,243.8,243.8,NA,"08:15:00",16.8,"17:45:00",26.8,35.6,46.2,53.2,NA
7072,1596161,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Laurelcrest Ave - Raeburn Ave",-79.43578,43.744355,441957,37361.7,37361.7,NA,"08:15:00",2757,"16:30:00",2882.7,NA,NA,NA,NA
7073,1596155,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Invermay Ave - Edinburgh Dr",-79.43506,43.74165,9246446,18354.7,18354.7,NA,"08:15:00",1515.7,"17:15:00",1315.7,NA,NA,NA,NA
7074,1596149,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Southgate Ave - Invermay Ave",-79.434955,43.741185,9234660,15739.3,15739.3,NA,"08:30:00",1119.3,"16:30:00",1268.3,NA,NA,NA,NA
7075,1596131,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Marquette Ave - Carmichael Ave",-79.433295,43.7344,443232,18949,18949,NA,"08:30:00",1514,"17:15:00",1341.7,NA,NA,NA,NA
7076,1596125,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Hotspur Rd - Joicey Blvd",-79.43309,43.73356,7094858,19357.7,19357.7,NA,"08:30:00",1492,"16:15:00",1614.7,NA,NA,NA,NA
7077,1596191,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Bainbridge Ave - Verwood Ave",-79.437435,43.751125,9246624,17077.7,17077.7,NA,"08:00:00",1297.7,"17:15:00",1215,NA,NA,NA,NA
7078,1596209,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Canyon Ave - Codsell Ave",-79.43915,43.758215,440303,33087,33087,NA,"08:30:00",2062,"17:00:00",2625,NA,NA,NA,NA
7079,1596215,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Cocksfield Ave - Canyon Ave",-79.438915,43.757285,440427,18099,18099,NA,"08:00:00",1660.3,"16:45:00",1176.3,NA,NA,NA,NA
7080,1596315,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Codsell Ave - Wild Gingerway",-79.43941,43.75926,440193,17630.3,17630.3,NA,"07:45:00",1445.3,"17:00:00",1221.7,NA,NA,NA,NA
7081,1596321,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: near Ellerslie Ave",-79.440765,43.76477,439530,17434.3,17434.3,NA,"08:30:00",1052,"17:15:00",1551.3,NA,NA,NA,NA
7082,1596327,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Flook Lane - Farrell Ave",-79.44116,43.766475,20234048,17298,17298,NA,"07:45:00",1448.3,"17:15:00",1153,NA,NA,NA,NA
7083,1596333,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Terrace Ave - Horsham Ave",-79.441575,43.768135,439146,17188,17188,NA,"08:30:00",1062.7,"16:45:00",1474,NA,NA,NA,NA
7084,1596339,"ATR_VOLUME","2013-05-21","2013-05-23",72,"Bathurst St: Horsham Ave - Hounslow Ave",-79.441805,43.769025,439049,17770.3,17770.3,NA,"08:00:00",1433.3,"17:15:00",1196.3,NA,NA,NA,NA
